"
ИВЕНТ-АГЕНТСТВО НА КАРАНТИНЕ: ИНТЕРВЬЮ С ОСНОВАТЕЛЬНИЦЕЙ EVENT-M
","В привычных условиях ивент-агентство Event-M оказывают услуги по организации и обслуживанию различных мероприятий во всех регионах Кыргызстана, логистике и организации туров за рубеж. 6 штатных работника и многочисленные фрилансеры-логисты организовывают как минимум 20 конференций в месяц. Но в связи с пандемией коронавирусной инфекции COVID-19 и введенных из-за этого ограничений все изменилось. Основательница и гендиректор ивент-агенства Event-M Назгуль Джаныбаева рассказала о том, как они освоились в новых реалиях. -Мы в Event-M не
только организовываем мероприятия, но и занимаемся логистической поддержкой для
международных организаций. Поэтому тревогу начали чувствовать еще в декабре
прошлого года. По заказам ВОЗ было понятно, что время близится. Еще в январе я
начала думать об антикризисной стратегии для компании, обращалась к
бизнес-консультантам. В феврале все подтвержденные заказы и выигранные
тендеры начали отменятся. К моменту объявления карантина в Кыргызстане, мы уже
привыкли жить с этой мыслью, следовательно, отреагировали спокойно, приняв эту
ситуацию. -С запретом на массовые скопления людей, у нас
отменились все заказы. Даже заказы от медицинских организаций. На 2020 год у
нас было запланировано 2 крупных проекта инициируемые компанией и планируемые
организовать за счет бюджета компании. К ним мы готовились еще с ноября
2019-года, это были бы бюджетообразующими событиями для страны в целом. Если
говорить о проектах от клиентов, то более чем 30 заказов были отменены.  -Как только объявили карантин, весь рабочий процесс в Event-M был
переведен в онлайн. На данный момент все сотрудники работают удаленно, у
каждого есть метрика и четкие распределенные задачи. Единственно на продуктах,
таких как: туризм за рубеж, туры по Кыргызстану и авиабилеты, карантин
отразился. И в этом мы бессильны, но надеемся, что скоро все восстановится. -Сейчас мы занимаемся закупкой средств индивидуальной
защиты (СИЗ), медицинских препаратов и санитайзеров. Мы обслуживаем наших
корпорантов, помогая в логистике по реализации их целей по оказанию
гуманитарной помощи. Правда сложно в подобных условиях (закрытие границ,
магазинов, базаров) находить требуемое, но мы приспособились. Бывали даже
моменты, когда через медработников находили пути открытия контейнеров в Мадине,
чтобы купить ткань для пошива СИЗ для тех же медицинских сотрудников.  Также во время карантина помогли нашим клиентам
организовать онлайн встречи и конференции с синхронным переводом. Конечно, онлайн
встречи и конференции наши клиенты могут организовать и без ивенторов,
благодаря различным приложениям. Но онлайн-ивентер или консультант с
прописанными стандартами — это новое направление. -Мы, ивенторы, уже понимаем, что даже после снятия
режима ЧП, в старте работы мы войдем в четвертую стадию. Так как даже после
завершения ЧП однозначно будут прописаны как санитарные нормы, так и
рекомендации в отношении ограничения проведения мероприятий и конференций, следовательно,
наша работа начнется не скоро. Да и потом ожидаемый экономический кризис…  Но будущее есть, и сейчас во время карантина, мы всё свободное время и энергию направляем на будущие проекты и новые направления для Event-M.  Например, мы готовимся скоро запустить интересные и самое главное бюджетные туристические продукты по Кыргызстану в сотрудничестве с нашими партнерами, а также новый онлайн продукт. О чем Вы узнаете совсем скоро. Контакты Event-M:  @eventm_agency @eventm_tours @foodhousekg Назгудь Джаныбаева основала компанию Event-M в 2009-году, когда услуги по организации мероприятий были в новинку на рынке Кыргызстана. Дальновидность Назгуль Джаныбаевой дало ей преимущество – компания стала одной из лучших в своей нише. За 10 лет на рынке компания организовала более 2500 мероприятий, обслужила около 500 клиентов и сотрудничила с 300 партнерами. На данный момент Event-M занимается организацией и обслуживанием мероприятий любого масштаба, сложности и формата по всей стране: концерты, свадьбы, конференций, форумы, корпоративы, туры и другое. Event-M является организатором крупных, дипломатических событий. Правительственного масштаба как ШОС, Саммит ОДКБ, Саммит ССТГ и пр. Клиентами Event-M являются различные международные организации, банки и частные компании. У агентства есть своя ниша на рынке.",
"
Встреча с представителями IBTCI
",Встреча членов Правления «Курак» и International Business & Technical Consulting (IBTCI) по вопросам участия представителей предпринимательства в программах SABIT и CLDP.⠀📌Business Internship Training «SABIT» — специальная американская программа деловых стажировок для стран ЦА и России при поддержке Министерства Торговли США⠀📌CLDP — программа подготовки к получению Квалифицированного сертификата специалиста по обучению и развитию. #kurak#женскоепредпринимательство#вместемысила  ,http://kurak.kg/wp-content/uploads/2020/02/IMG-20200213-WA0002.jpg
"
Женщины в бизнесе
","11 февраля мы приняли участие в презентации программы ЕБРР «Женщины в бизнесе».  Программа «Женщины в бизнесе» помогает малым и средним предприятиям, возглавляемым женщинами, получить доступ к финансированию и технологиям, необходимым для роста. Кроме того, программа предусматривает тренинги, кураторство и поддержу с целью получения женщинами-предпринимателями возможности обмениваться опытом и знаниями. #kurak#женщинывбизнесе#вместемысила  ",http://kurak.kg/wp-content/uploads/2020/02/IMG-20200211-WA0005-01.jpeg
"
Новый член «Курак» — Эльмира Каримова
","«Я педагог, видимо, по судьбе. Пыталась несколько раз уходить из профессии, но вновь вернулась. Уходила из высшей школы, вернулась в дошкольное развитие в несколько новом аспекте — монтессори педагога, представителя гуманной педагогики.
⠀
«Помогите маленькому Человеку стать Большим» — девиз нашего детского учреждения, потому что мы используем в работе систему Марии Монтессори. Мы верим в природу ребенка, в его возможности самообучения и самовоспитания с помощью взрослых.»
⠀
Рады познакомить вас с нашим новым членом и давним другом «Курак» — Эльмирой Каримовой.
⠀
Эльмира Умаровна — директор дошкольного образовательного учреждения «Монтессори детский сад-школа Шамбала» и президент Ассоциации частных дошкольных образовательных организаций КР, в числе которых 54 частных детских сада и 3 школы-комплекса.
⠀
Добро пожаловать! ",http://kurak.kg/wp-content/uploads/2020/01/эльмира.jpg
"
Новый член «Курак» — Нурзат Сарыгулова
","

Представляем вам нового члена нашего сообщества, талантливую мастерицу и начинающую бизнесвумен Нурзат Сарыгулову.⠀Нурзат Жолдошбековна вместе со своей сестрой Салтанат основали бренд Salnur летом прошлого года и уже являются победителями многих конкурсов. В бренд входят:⠀🔅Мастерская по изготовлению авторских кукол и сувениров на заказ @salnur.souvenir.studio⠀🔅Курсы и мастер-классы по изготовлению кукол и изделий из войлока, кожи @salnur_handmade_school⠀🔅Бутик сувениров и подарков @salnur_com⠀Добро пожаловать в Курак❤Мы всегда готовы поддержать ваши грандиозные планы🤗

 ",http://kurak.kg/wp-content/uploads/2020/01/нурзат-768x1024.jpg
"
Новый член «Курак» — Юлия Джаналиева
","

Представляем вам бизнесвумен в сфере образования, основательницу и соучредительницу УВК «Приоритет» Юлию Джаналиеву. Учебно-воспитательный комплекс «Приоритет» основан в 2014 году. В него входят: средняя школа (1-11 классы), два детских садах, группы по подготовке к школе, группы продленного дня и детский лагерь для детей. «Самое важное для меня и моей команды — это дать нашим детям качественные знания, развить в них их творческие способности, коммуникативные навыки, и при этом создать для них такие условия и среду, в которых дети смогут прочувствовать себя уверенными, свободными, а главное — счастливыми! И для этого мы каждый день мы работаем, учимся, растем и развиваемся вместе с нашими учениками!» Теперь Юлия Сергеевна готова вместе с нами развивать женское предпринимательство в Кыргызстане, чему мы безмерно рады! Добро пожаловать в «Курак»!

 ",http://kurak.kg/wp-content/uploads/2020/01/Юлия.jpg
"
Устат Заирбек Торобеков жана шакирти Жылдызкан Айткулова
"," «Кимдир башка кайра иштетүү цехин ачууда мага окшоп күйүп калбасын, — деген ой менен проектке келгем. — Мен өзүм билгенимди үйрөтөйүн, андан да көбүрөөк үйрөнөйүн!»Ментордук программанын эң жооптуу устаттарынын бири Заирбек Торобеков — Кыргызстанда токой пайдалануучулар жана жер пайдалануучулардын ассоциациясынын, Жалалабаттагы демонстрациялык участкасынын жана кайра иштетүү цехинин жетекчиси. Кыргыз жаңгактарын, балам, мисте, алма жана башка мөмө-жемиштерди сорттоп, кургатып, «Жибек жолу татымы» бренди алкагында чыгарат. Шакирт Жылдызкан Айткулова кайналыны (кара өрүк) кайра иштетүү боюнча цехти кармайт. Бизнеске жаңы келгендиктен билимини арттыруу максатында проектке катышкан. Ментордук программа UNDP in the Kyrgyz Republic менен биргеликте ишке ашырылып, аймактардагы аялдар жана жаштар ишкерлигини өнүктүрүүгө багытталган.#ийгиликке_ийгилик #жакшыгажанаш #женскоепредпринимательство  ",
"
Новогодняя встреча
","Праздничный вечер в кругу Куракчанок — это игры, песни, подарки и отличное настроение🎉🎉 Спасибо вам за позитив, энергию и вдохновение!😍 Отдельная благодарность Amaliya Brenneman за гостеприимство и атмосферу! Спасибо Margarita Baitikova за этот праздник! Всем отличных праздников, настроения и чудес🎄🎆🎄  ",http://kurak.kg/wp-content/uploads/2019/12/WhatsApp-Image-2019-12-18-at-20.02.43.jpeg
"
Победители конкурса #ISHKERAYIM
", ,http://kurak.kg/wp-content/uploads/2019/11/IMG-20191121-WA0005-01-1024x768.jpeg
"
#ISHKERAYIM сынагынын жеңүүчүлөрү аталды
","20-ноябрда Аялдар ишкердигинин бүткүл дүйнөлү күнүнө карата өткөн “Өз алдынча болуу эрдиги” аттуу конференцияда ишкерликтеги аялдардын эң мыкты санарип окуяларына журналисттер арасындагы #ISHKERAYIM сынагынын жыйынтыгы жарыяланды. Сынактык комиссияны Кыргыз Республикасынын Жогорку Кеңешинин Төрагасынын
алдындагы бизнести жана ишкердикти өнүктүрүү боюнча Кеңештин катчылыгынын
башчысы Бакыт Дегенбаев жетектеди. Комиссия курамында маалымат аналитиги жана «Курак»
Аялдар Форуму» КБсинин башкаруу кеңешинин мучөсү Савия Хасанова, «Аялдардын
ишкердигин өнүктүрүү фонду» КБсинин жетекчиси жана БУУнун Туруктуу өнүгүү
боюнча бешинчи “Гендердик теңдик” максатынын Кыргызстандагы элчиси Асел
Кубанычбекова, «B2B Globe» ивент компаниясынын башкаруучу өнөктөшү Алина
Касенова, журналист жана «Capital Media» компаниясынын негиздөөчүсү Айсулуу
Текимбаева иштеди. Сынактык комиссиянын жыйынынын натыйжасында #ISHKERAYIM сынагынын
жеңүүчүлөрү деп: “Мамлекеттик тилдеги эң мыкты видеоматериал” номинациясында – Ажиматова Гульжан «Тоо туризимин өнүктүргөн ишкер айым»  https://www.youtube.com/watch?v=JULCnrFJidg&feature=youtu.be&fbclid=IwAR3D6N2Trz8z4H59M4aFA8yXUTa4r3_XfyoN1GnaUPtzAXCPPj-Dg—CKVA  “Расмий тилдеги эң мыкты видеоматериал” номинациясында – Калматов Руслан «Покупают даже россияне. Как мать-одиночка превратила изготовление тандыра в семейное дело» https://rus.azattyk.org/a/30132841.html  “Мамлекеттик тилдеги интернет-басылмалардагы эң мыкты макала” номинациясында – Кубанычбек кызы Касиет «Бактыгуль Аскералиева: Өзумду ишкер эмес, агроном катары тааныштырам…» http://kyrgyzmedia.com/2019/09/12/baktyg-l-askeralieva-z-md-ishker-emes-agronom-katary-taanyshtyram/  “Расмий тилдеги интернет-басылмалардагы эң мыкты макала” номинациясында – Боромбаева Мунара «История Айзады – укротительница быков и любительница тракторов» эмгеги менен табылды. https://bars.media/?p=11778 ",
"
Объявлены победители конкурса #ISHKERAYIM
","20-ноября на конференции «Смелость быть собой», приуроченной празднованию Всемирного дня женского предпринимательства, были подведены итоги конкурса среди журналистов на лучшую цифровую историю о женщинах в предпринимательстве #ISHKERAYIM.  Конкурсную комиссию возглавил руководитель секретариата Совета по развитию бизнеса и предпринимательства при Торага Жогорку Кенеша Кыргызской Республики Бакыт Дегенбаев. В составе комиссии работали аналитик данных и член правления ОО «Женский форум «Курак» Савия Хасанова, руководитель ОО «Фонд развития предпринимательства среди женщин» и Посланница пятой цели ООН «Устойчивое развитие в достижении гендерного равенства» в Кыргызстане Асел Кубанычбекова, управляющий партнер Ивент компании «B2B Globe» Алина Касенова, журналистка и со-основательница компании «Capital Media» Айсулуу Текимбаева. По итогам заседания
конкурсной комиссии победителями конкурса #ISHKERAYIM объявлены: В номинации «Лучший видеоматериал на государственном языке» – Ажиматова Гульжан с материалом«Тоо туризимин өнүктүргөн ишкер айым»  https://www.youtube.com/watch?v=JULCnrFJidg&feature=youtu.be&fbclid=IwAR3D6N2Trz8z4H59M4aFA8yXUTa4r3_XfyoN1GnaUPtzAXCPPj-Dg—CKVA  В номинации «Лучший видеоматериал на официальном языке» – Калматов Руслан с материалом «Покупают даже россияне. Как мать-одиночка превратила изготовление тандыра в семейное дело» https://rus.azattyk.org/a/30132841.html  В номинации «Лучший материал в интернет-изданиях на государственном языке» – Кубанычбек кызы Касиет с материалом «Бактыгуль Аскералиева: Өзумду ишкер эмес, агроном катары тааныштырам…» http://kyrgyzmedia.com/2019/09/12/baktyg-l-askeralieva-z-md-ishker-emes-agronom-katary-taanyshtyram/  В номинации «Лучший материал в интернет-изданиях на официальном языке» – Боромбаева Мунара с материалом «История Айзады – укротительница быков и любительница тракторов».  https://bars.media/?p=11778 ",
"
Ментордук программанын катышуучулары: устат Дилбара Асаналиева, шакирттер Гульсара Чыныбаева жана Махабат Сейталиева
","Ментордук программанын шакирттери Гульсара Чыныбаева менен Махабат Сейталиева жана алардын устаты Дилбара Асаналиева жөнүндө видеобуз! Көрүп, досторуңуз менен бөлүшүңүз! Ментордук программа БУУӨП (UNDP in the Kyrgyz Republic) менен биргеликте ишке ашырылып, аймактардагы аялдар жана жаштар ишкерлигини өнүктүрүүгө багытталган.  ",
"
Праздник посреди недели🎉
","Сегодня прошла ежемесячная и очень продуктивная встреча членов «Курак», где ✅Галина Кучерявая, директор по правовым вопросам ООО «Скай Мобайл» и новый член Курак, поделилась с нами своей историей, историей успеха. Спасибо за интересную подачу и мотивацию! Всё внимание зала было направлено к вам! ✅Поприветствовали и познакомились с новыми коллегами, партнерами и подругами. Рады, что «Курак» пополняется такими светлыми, сильными и такими разными женщинами!😍 Скоро и вас познакомим с нашими новыми членами! ✅Галина Кучерявая устроила нам экскурсию по офису Билайн. Благодарим beeline.kg за приглашение и гостеприимство! И отдельно хотим поблагодарить Евгения Кражана за поддержку и продвижение наших общих целей! Спасибо Жамиля Иманкулова (Jamilya Imankulova) за организацию сегодняшней встречи и модерацию! Спасибо Куракчанкам! Благодаря вам уровень позитива и мотивации всегда держится на высоте! ",http://kurak.kg/wp-content/uploads/2019/10/WhatsApp-Image-2019-10-16-at-20.24.25-1024x768.jpeg
"
Пост благодарности
","Мы сегодня провели конференцию #МИГРАНТИШКЕР. ❤Благодарим GIZ за техническую поддержку и организацию мероприятия. ❤Благодарим наших спикеров-куракчанок за лекции, вдохновение, позитив и новые идеи: 🔅Айнура Сагынбаева 🔅Банур Абдиева 🔅Жамиля Иманкулова 🔅Элиза Асилбекова  🔅Наргиз Чыналиева 🔅Ксения Красная ❤Благодарим всех участников конференции за крутую атмосферу💫💫💫   ",http://kurak.kg/wp-content/uploads/2019/10/IMG-20191008-WA0018-1024x768.jpg
"
КОНКУРС СРЕДИ ЖУРНАЛИСТОВ
","

Если вы✅ интернет-издание, онлайн-медиа✅ журналист или автор, публикующийся в интернете Приглашаем вас принять участие в конкурсе цифровых историй о женщинах-предпринимательницах #ISHKERAYIM. На конкурс принимаются статьи, видеоролики, репортажи и материалы другого формата, опубликованные с 10 июля по 1 ноября 2019 года.  🏳Дедлайн приёма работ — 1 ноября 2019 года не позднее 16:00. Остался всего месяц!  ",http://kurak.kg/wp-content/uploads/2019/10/конкурс02-1024x1024.jpg
"
ЖУРНАЛИСТТЕР АРАСЫНДА СЫНАК
","Эгер сиз✅ интернет-ЖМК, онлайн-медиа✅ интернетте жарыяланган журналист же автор болсоңуз Сизди ишкерликтеги аялдардын санарип окуяларына #ISHKERAYIM сынагына катышууга чакырабыз. Сынакка 2019-жылдын 1 июлунан 1-ноябрына чейин жарыяланган макалалар, видеороликтер, репортаждар жана башка форматтагы эмгектер кабыл алынат. 🏳Сынактык эмгектерди акыркы кабыл алуу мөөнөтү — 2019 жылдын 1 ноябрь саат 16:00гө чейин. Бир ай гана калды! ",http://kurak.kg/wp-content/uploads/2019/10/сынак02-1013x1024.jpg
"
В гостях у нашей менти Дилерам Доноевой
","

У Дилерам небольшой швейный цех в селе Жапа-Салды Джалал-Абадской области. В данный момент совместно с ментором Нуркан Жанаковой работают над расширением цеха и созданием своего бренда.Давайте поддержим нашу пару и пожелаем им успехов! ✊ #ийгиликке_ийгилик#жакшыгажанаш#женскоепредпринимательство ",
"

", Наше путешествие по регионам продолжается 😊 20-21 сентября провели тренинг для участниц Программы Менторства в Нарыне и Караколе по следующим темам:— Бизнес-модель и ее формы — Как заполнить заявку на финансирование Благодарим Красный Полумесяц Кыргызстана за поддержку в огранизации и предоставление конференц-зала.    ,http://kurak.kg/wp-content/uploads/2019/09/WhatsApp-Image-2019-09-21-at-11.24.12-1024x767.jpeg
"

"," Член Женского Форума «Курак», глава Ассоциации агробизнесменов «Жер азыгы» Азиза Юлдашева награждена медалью «Даңк» от рук Президента Сооронбая Жээнбекова! Поздравляем вас от имени всего коллектива форума «Курак»! Желаем процветания и дальнейших успехов Вам и вашему делу!  ",http://kurak.kg/wp-content/uploads/2019/09/WhatsApp-Image-2019-09-19-at-23.25.47.jpeg
"
Предприятие по переработке текстильных отходов
","

Гульзат Галиева — участница Программы Менторства и менти Татьяны Воротниковой, перерабатывает отходы текстильного производства и шьет из них халаты и тапочки для дома. В текстильной промышленности, как и при любом другом производстве, образуется большое количество отходов. В обработке текстиля отходы составляют около 25% от общей массы обрабатываемого материала. Вторичное использование таких отходов приносит экономические и экологические выгоды:  ✔ Вторичное сырье дешевое, зачастую бесплатное ✔ Уменьшается потребность импортного волокна✔ Создаются рабочие места ✔ Обеспечивает устойчивое использование ресурсов✔ Сокращается загрязнение окружающей среды ✔ Сокращается количество отходов на полигонах ✔ Не наносит вред здоровью людей вследствие утилизации#ийгиликке_ийгилик#жакшыгажанаш#женскоепредпринимательство ",
"
Шакирт Нуркыз Кожобековна
","

Бүгүнкү кыска видеобузда Ментордук программанын шакирти Нуркыз Кожобекова ишканасын көрсөтүп, бизнеси тууралуу бяндоодо. Нуркыз Кожобекова Маматали кызы Гульбарчындын шакирти. Ал Ала-Бука айылында жеке кийим тигүү ишканасын иштетип, 3 жылдан бери ишкерлик менен алектенип келет.@undpkg #ийгиликке_ийгилик#жакшыгажанаш#женскоепредпринимательство ",
"
С началом учебного года мы тоже активно погружаемся в работу!
","Сегодня прошла встреча членов «Курак», где — наш исполнительный директор Айжамал Акматова представила отчёт по менеджменту — познакомились с новым исполнительным директором. Скоро и вам представим её 😊— обсудили будущие планы… Пока можем сказать только одно: у нас грандиозные планы! Ждите новостей! ",http://kurak.kg/wp-content/uploads/2019/09/photo5436246227055389719-1024x767.jpg
"
Новый член «Курак» — Махабат Саманчиева
"," Сегодня хотим познакомить вас с новым членом «Курак».⠀Махабат Саманчиева — основатель Дома моды «Русланова Айым» и бренда ASKA fashion and travel.⠀«Идея создания дома моды созрела в 2007, когда дочка ездила за границу участвовать на международных конкурсах — представлять свою страну. Я очень горда, что наша национальная одежда вызывает интерес у иностранцев со своей многовековой историей.⠀С 2007 года мы участвовали во многих международных выставках, представляя наш Кыргызстан. В какой бы стране не были, всем интересно наша культура, одежда и природа.  Спрос порождает предложение, и в 2018 году создали компанию «ASKA fashion and travel».⠀В «Курак» я влюбилась еще в 2014 году, когда узнала про нее.  Я очень рада стать частью «Курак» и верю в нее. Мы все хотим жить в чистой, красивой и богатой стране.»⠀Добро пожаловать в наши ряды ❤#будьвКурак #новаяволна #вместемысила #kurak #лицакурак ",http://kurak.kg/wp-content/uploads/2019/09/лдтшме-1-782x1024.jpg
"
Новый член «Курак» — Толгон Ай Ишенбек кызы
","Хотим познакомить вас с одним из самых молодых членов «Курак» — Толгон Ай Ишенбек кызы. 27-летняя Ишенбек кызы Толгон Ай является заместителем менеджера по обучению и развитию в Hyatt Regency Bishkek «Моё мото: «Каждый, кто перестает развиваться — стар, будь то в восемьдесят или двадцать». Каждый день узнавать новое и делиться знаниями с другими, организовывать различные мероприятия для нашей команды, поддерживать и развивать — вот что я люблю больше всего.» Толгон Ай Ишенбек кызы активно принимает участие в социальных акциях, в том числе и по уборке города. «Хочу жить в чистом, процветающем и мирном Кыргызстане. Поэтому я в «Курак» — верю, что поддержка и развитие женщин имеет огромный потенциал.» И мы в этом с ней согласны на 100%. Рады видеть таких молодых и активных членов в «Курак». Добро пожаловать!!! #будьвКурак #лицаКурак #вместемысила #новаяволна ",http://kurak.kg/wp-content/uploads/2019/08/толгон-ай-939x1024.jpg
"
С какими трудностями сталкиваются женщины-предпинимательницы в Кыргызстане?
","

О трудностях, с которыми встречаются женщины на пути предпринимательства, рассказывает исполняющая обязанности председателя Союза предпринимателей города Токмок Чолпон Сыдыкова.

 ",
"
Пара Айши Мамбеталиевой и Мариакан Нурдиновой
","

Рады поделиться с вами интервью пары из Менторской программы в лице ментора Айши Мамбеталиевой и менти Мариакан Нурдиновой. Ментор и менти совместно работают по развитию бизнеса менти, обмениваются опытом и знаниями в рамках регионального проекта «Содействие в торговле» совместно с ПРООН. Айша Мамбеталиева — ментор из Бишкека, эксперт по туризму и директор компании «Kyrgyz Tourism». Айша Мамбеталиева работает в сфере туризма более 16 лет и внесла ощутимый вклад в развитие отечественного туризма. «Хочу поделиться своим опытом и знаниями, собранными в течение стольких лет, и помогать обществу, в частности предпринимательницам из сёл и людям, совершающим первые шаги в туризме.» Менти Мариакан Нурдинова с Джалал-Абадской области держит гостевой дом «Рахат» и производит сувенирную продукцию (сумки, чехлы для телефонов) из шерсти. «Расширяя гостевой дом, увеличивая их число, хочу обеспечить работой не только себя, но и молодых девушек и женщин в своем родном селе. Во-вторых, хочу учить языкам. Английский считается международным языком. Но к сожалению, наша молодежь в большинстве не знает его. Если их нанимать на работу, увидев туристов, сами стараются выучить язык.» Давайте пожелаем успехов нашей паре! #ийгиликке_ийгилик #жакшыгажанаш #женскоепредпринимательство #ментор #менти #устат #шакирт  ",
"
Новый член «Курак» — Асель Кокоева
","

Хотим познакомить вас с нашим новым членом — Асель Кокоевой. Асель Кокоева — молодая предпринимательница, мама троих детишек, владелица студии красоты «Изюминка» и продуктового магазина. Она очень активная и пытливая:«Я по натуре творческий человек. Люблю изучать что-то новое, что и подтолкнуло освоить профессии кондитера, повара, визажиста.» «Очень рада, что теперь я тоже являюсь частью Курак…хочу учиться у лучших.» Уверены, что Асель Кокоева стоит только в начале успешного предпринимательского пути. Мы лишь хотим пожелать ей удачи. Добро пожаловать в ряды Женского Форума «Курак»!!! #будьвКурак #лицаКурак #вместемысила #новаяволна

 ",http://kurak.kg/wp-content/uploads/2019/08/асель-768x1024.jpg
"
Тренинг для членов Курак
"," 10-августа Айнура Сагынбаева провела тренинг по маркетингу и новым инструментам маркетинга в бизнесе для наших членов «Курак».  Айнура Сагынбаева, благодарим Вас за интересные и актуальные знания!!!  ",http://kurak.kg/wp-content/uploads/2019/08/WhatsApp-Image-2019-08-08-at-21.01.00.jpeg
"
Новый член Курак — Ксения Красная
","

Позвольте познакомить вас с новым прекрасным лоскутком нашего сообщества. Ксения Красная — предприниматель и основатель рекламного агентства «PromoLand». Ксения Александровна в прошлом педагог в сфере Среднего и Высшего образования. Но в 2012 году решила поменять сферу деятельности и по приглашению крупной рекламной компании в Алматы стала представлять ее интересы на рынке рекламных услуг в Кыргызстане. В 2017 году открыла собственное рекламное агентство «PromoLand», направленное на производство и поставку сувенирной промо-продукции из разных стран мира. «Я вышла из «зоны комфорта» и сделала сама себе вызов! Решила проверить свои силы и возможности в самостоятельном плавании. «ПромоЛэнд» с каждым годом растет и развивается, как мой «второй ребенок». Также Ксения Красная просто чуткий и неравнодушный человек.«Я воспитываю  прекрасную дочку, благодаря ей становлюсь еще более сильной и выносливой. Я просто люблю жизнь. Люблю природу и очень болею за нее. Стараюсь внести свой вклад в ее спасение и сделать нашу жизнь лучше.» Добро пожаловать в Женский Форум «Курак»!!! #будьвКурак #лицаКурак #вместемысила #новаяволна

 ",http://kurak.kg/wp-content/uploads/2019/08/rctybz-1-835x1024.jpg
"
Встреча с делегацией из Таджикистана
","

Сегодня прошла встреча «Курак» с делегацией из Таджикистана об опыте реализации проекта «Содействие в торговле» совместно с ПРООН. Мы рассказали о Менторской программе в рамках данного проекта. Всегда рады делиться своими знаниями и опытом!!!  #cooperation#ийгиликке_ийгилик#жакшыгажанаш#женскоепредпринимательство     ",http://kurak.kg/wp-content/uploads/2019/08/WhatsApp-Image-2019-08-07-at-13.01.41-1-768x1024.jpeg
"
Новый член «Курак»
","«Чем бы вы ни занимались в жизни, делайте это всем своим сердцем» — новый член «Курак», талантливая Нагима Аламанова. Нагима Аламанова — художник декоративно-прикладного искусства, Член Союза Художников Кыргызской Республики. Также она основатель хобби-студии «Nagimart», где у всех есть возможность творить своими руками. В «Nagimart» проводятся мастер-классы для взрослых и детей по вышивке, войлоку, лепке, рисованию и оригами. Добро пожаловать в ряды «Курак»! Н #будьвКурак #лицаКурак #вместемысила #новаяволна    ",http://kurak.kg/wp-content/uploads/2019/08/WhatsApp-Image-2019-07-21-at-23.57.46-819x1024.jpeg
